rain,temp,aqi,demand_drop,curfew,hourly_income,daily_hours,risk_probability
0.04,23.799999999999997,71.0,9.0,0,93.57,9,0.0964
0.0,21.9,78.0,10.0,0,61.21,9,0.1268
0.0,22.1,90.0,9.0,0,61.25,7,0.1018
0.0,21.3,80.0,13.0,0,79.12,8,0.1027
0.0,20.1,100.0,11.0,0,102.96,8,0.0711
0.0,21.799999999999997,70.0,9.0,0,67.59,4,0.0938
0.0,24.6,87.0,9.0,0,76.79,7,0.0952
0.0,24.8,88.0,7.0,0,64.51,8,0.0834
0.0,24.5,90.0,9.0,0,66.47,9,0.1004
0.0,23.5,77.0,0.0,0,79.18,11,0.0914
0.0,23.25,80.0,13.0,0,82.14,7,0.1016
0.0,19.7,97.0,2.0,0,73.47,7,0.1024
0.0,19.7,75.0,9.0,0,104.48,5,0.0809
0.0,20.3,96.0,12.0,0,107.33,7,0.092
0.0,20.6,87.0,9.0,0,61.14,4,0.1015
0.0,21.15,94.0,0.0,0,86.1,6,0.1237
0.0,22.9,92.0,6.0,0,104.25,9,0.1051
0.0,23.0,75.0,9.0,0,91.21,10,0.0868
0.0,22.4,87.0,9.0,0,90.7,6,0.108
0.0,22.3,98.0,5.0,0,90.76,7,0.1342
0.0,22.6,83.0,11.0,0,108.15,5,0.1183
0.0,24.7,101.0,4.0,0,104.24,5,0.211
0.0,25.7,83.0,11.0,0,89.42,11,0.1145
0.0,25.9,73.0,12.0,0,104.5,7,0.1288
0.0,25.6,81.0,0.0,0,100.85,9,0.1215
0.0,23.2,100.0,11.0,0,76.74,7,0.1113
0.0,23.5,79.0,1.0,0,94.92,7,0.1214
0.0,26.9,98.0,5.0,0,88.69,9,0.0784
0.0,26.4,98.0,5.0,0,103.18,6,0.07
0.0,25.0,80.0,13.0,0,69.13,5,0.1031
0.0,24.7,71.0,14.0,0,74.97,4,0.1014
0.0,26.4,93.0,14.0,0,100.95,9,0.0891
0.0,25.3,79.0,1.0,0,88.95,9,0.1165
0.0,24.2,95.0,6.0,0,90.14,4,0.0627
0.0,24.8,83.0,11.0,0,77.45,8,0.0893
0.0,25.1,84.0,9.0,0,78.44,10,0.0903
0.0,25.6,94.0,0.0,0,82.18,6,0.0673
0.0,25.6,81.0,0.0,0,69.11,7,0.1299
0.0,24.4,83.0,11.0,0,73.28,11,0.0728
0.0,24.9,81.0,0.0,0,81.19,7,0.0882
0.0,24.6,80.0,13.0,0,86.91,11,0.1182
0.0,24.9,86.0,14.0,0,89.51,11,0.1129
0.0,26.3,95.0,6.0,0,94.28,9,0.0778
0.0,26.5,80.0,13.0,0,104.35,6,0.1136
0.0,26.4,86.0,14.0,0,88.76,6,0.1058
0.0,28.3,91.0,11.0,0,81.78,6,0.1467
0.0,28.1,77.0,0.0,0,100.76,6,0.1081
0.0,28.6,77.0,0.0,0,92.34,10,0.0972
0.0,30.4,100.0,11.0,0,67.67,9,0.0829
0.0,28.0,93.0,14.0,0,100.89,7,0.0851
0.0,26.9,88.0,7.0,0,79.14,9,0.0835
0.0,28.8,90.0,9.0,0,105.03,5,0.1274
0.0,28.4,69.0,0.0,0,75.46,8,0.1004
0.0,26.6,89.0,12.0,0,85.36,8,0.1113
0.0,27.2,85.0,10.0,0,75.14,6,0.1303
0.0,27.9,87.0,9.0,0,99.86,10,0.0528
0.0,30.2,80.0,13.0,0,64.08,6,0.1256
0.0,29.4,71.0,14.0,0,72.56,4,0.1011
0.0,30.4,75.0,9.0,0,90.24,9,0.1087
0.0,29.6,100.0,11.0,0,75.41,8,0.0834
0.0,28.4,82.0,10.0,0,95.85,8,0.0849
0.0,30.9,84.0,9.0,0,94.55,7,0.1098
0.0,28.9,70.0,9.0,0,65.61,7,0.1477
0.0,31.0,69.0,0.0,0,78.5,6,0.1201
0.0,27.4,92.0,6.0,0,109.43,6,0.1253
0.0,27.1,86.0,14.0,0,104.0,8,0.0962
0.0,25.9,85.0,10.0,0,108.4,8,0.088
0.0,29.0,76.0,8.0,0,77.09,7,0.0844
0.0,29.9,93.0,14.0,0,108.37,10,0.0902
0.0,32.3,74.0,2.0,0,103.27,11,0.0589
0.0,33.1,74.0,2.0,0,108.17,10,0.0855
0.0,33.2,84.0,9.0,0,97.24,7,0.0888
0.0,34.3,78.0,10.0,0,104.17,10,0.0965
0.0,32.7,76.0,8.0,0,93.71,8,0.1026
0.0,34.0,90.0,9.0,0,64.2,4,0.1072
0.0,35.7,90.0,9.0,0,72.65,9,0.0997
0.0,34.1,96.0,12.0,0,73.29,9,0.0884
0.0,33.2,82.0,10.0,0,74.82,5,0.0607
0.0,34.5,70.0,9.0,0,92.35,5,0.0885
0.0,33.4,77.0,0.0,0,80.21,4,0.0806
0.0,35.1,101.0,4.0,0,106.33,4,0.2093
0.0,34.7,88.0,7.0,0,60.45,6,0.1182
0.0,34.5,92.0,6.0,0,67.73,5,0.1188
0.0,28.1,68.0,7.0,0,64.51,7,0.1151
0.0,34.0,146.0,13.0,0,105.27,9,0.1973
0.0,32.0,118.0,5.0,0,67.14,11,0.1896
0.0,30.0,149.0,4.0,0,65.47,4,0.1851
0.0,31.0,169.0,13.0,0,80.6,10,0.1699
0.0,32.0,172.0,5.0,0,102.86,7,0.2198
0.0,29.0,147.0,0.0,0,74.43,4,0.1965
2.7,27.0,143.0,4.0,0,66.36,6,0.1751
0.0,29.0,171.0,11.0,0,96.62,8,0.1835
4.1,27.0,155.0,10.0,0,74.31,8,0.1827
0.3,29.0,120.0,7.0,0,66.54,7,0.2009
0.1,28.0,143.0,10.0,0,106.48,7,0.2213
0.6,29.0,130.0,4.0,0,78.92,10,0.193
0.0,27.2,143.0,13.0,0,72.62,7,0.1549
0.0,30.0,142.0,0.0,0,85.0,5,0.1962
0.0,30.0,150.0,7.0,0,76.16,9,0.1969
0.0,31.0,137.0,7.0,0,69.24,6,0.1955
0.0,32.0,126.0,4.0,0,83.19,8,0.1875
0.0,30.0,145.0,7.0,0,63.94,8,0.2043
0.0,30.0,164.0,8.0,0,100.35,7,0.2013
0.0,31.0,155.0,1.0,0,101.4,8,0.1995
0.0,28.0,136.0,14.0,0,102.53,9,0.2083
0.0,29.0,170.0,11.0,0,89.43,9,0.1914
0.0,29.0,169.0,13.0,0,92.62,9,0.1903
0.0,28.0,128.0,10.0,0,66.2,7,0.2276
0.02,27.0,118.0,4.0,0,97.62,5,0.2112
0.42,27.0,159.0,4.0,0,80.57,8,0.2165
0.06,27.0,164.0,11.0,0,90.38,9,0.2245
0.52,27.0,172.0,12.0,0,101.46,8,0.2105
0.5,27.0,168.0,8.0,0,101.54,10,0.2186
0.0,29.0,151.0,10.0,0,86.22,10,0.1684
0.0,29.0,147.0,0.0,0,108.67,8,0.2041
0.0,29.0,118.0,5.0,0,108.49,6,0.1963
0.0,31.0,130.0,10.0,0,85.26,5,0.2336
0.01,27.0,143.0,4.0,0,81.49,9,0.2186
1.22,28.0,152.0,7.0,0,62.25,10,0.1874
0.05,28.0,148.0,10.0,0,66.18,10,0.2075
1.74,27.0,159.0,4.0,0,108.23,10,0.2034
0.05,27.0,132.0,7.0,0,67.22,7,0.2091
0.0,27.0,149.0,4.0,0,92.08,6,0.1796
0.94,28.0,121.0,13.0,0,104.46,7,0.2072
0.05,29.0,140.0,7.0,0,76.03,12,0.1954
0.0,29.0,160.0,0.0,0,81.75,10,0.2056
0.0,30.0,156.0,14.0,0,69.23,9,0.1855
0.0,30.0,173.0,12.0,0,60.56,11,0.1883
0.0,26.0,132.0,12.0,0,91.33,11,0.2235
0.0,23.9,145.0,7.0,0,107.0,9,0.179
0.0,25.0,135.0,7.0,0,105.77,8,0.1804
0.0,26.0,142.0,0.0,0,94.25,9,0.199
0.0,26.0,166.0,13.0,0,106.06,8,0.1846
0.0,23.0,156.0,14.0,0,79.24,9,0.1823
0.03,26.0,167.0,11.0,0,109.02,8,0.2021
0.0,21.6,128.0,10.0,0,82.91,9,0.1699
0.0,25.0,167.0,11.0,0,68.3,6,0.1798
0.0,23.0,119.0,6.0,0,106.81,5,0.2411
0.0,22.0,168.0,5.0,0,86.46,8,0.2092
0.0,22.0,135.0,7.0,0,107.83,6,0.1851
0.0,26.0,134.0,11.0,0,106.72,8,0.2084
0.0,26.0,146.0,13.0,0,75.31,10,0.2113
0.0,24.0,171.0,11.0,0,72.67,10,0.2199
0.0,23.0,119.0,6.0,0,64.06,9,0.1975
0.0,24.0,136.0,14.0,0,83.67,5,0.2195
0.0,22.0,166.0,13.0,0,84.26,4,0.1592
0.0,24.0,139.0,6.0,0,94.76,9,0.1789
0.0,24.0,128.0,10.0,0,108.39,8,0.2033
0.0,24.0,141.0,5.0,0,78.85,7,0.2066
0.0,24.0,138.0,9.0,0,91.7,11,0.1818
0.0,24.0,169.0,13.0,0,69.76,6,0.2052
0.0,23.0,160.0,0.0,0,75.73,8,0.1875
0.0,23.0,145.0,7.0,0,83.83,4,0.1945
0.0,22.0,173.0,12.0,0,103.24,10,0.2205
0.0,22.0,143.0,13.0,0,107.3,6,0.2182
0.0,22.0,119.0,6.0,0,96.72,10,0.1801
0.0,20.0,131.0,6.0,0,86.34,7,0.1789
0.0,23.0,141.0,5.0,0,88.36,5,0.1918
0.0,19.0,125.0,6.0,0,94.92,8,0.1995
0.0,21.0,171.0,11.0,0,108.76,7,0.1868
0.0,23.0,160.0,0.0,0,98.8,11,0.2208
0.0,22.9,132.0,12.0,0,100.35,5,0.2069
0.0,22.1,150.0,7.0,0,104.78,11,0.2081
0.0,22.1,158.0,6.0,0,74.54,10,0.1747
0.0,21.4,171.0,11.0,0,70.03,6,0.2233
0.0,22.0,167.0,11.0,0,83.93,5,0.1436
0.0,20.0,146.0,13.0,0,95.66,7,0.2167
0.0,18.0,161.0,14.0,0,65.27,8,0.2187
0.0,18.7,149.0,4.0,0,77.81,9,0.1914
0.0,19.1,148.0,1.0,0,92.77,6,0.2255
0.0,21.1,123.0,0.0,0,100.79,8,0.1987
0.0,20.8,123.0,0.0,0,94.8,6,0.2012
0.0,21.0,147.0,0.0,0,101.09,8,0.2068
0.0,21.0,132.0,12.0,0,106.04,8,0.2637
0.0,22.0,117.0,1.0,0,80.35,11,0.2269
0.0,22.3,158.0,6.0,0,98.61,11,0.214
0.0,20.0,118.0,5.0,0,86.15,9,0.1817
0.0,21.2,151.0,10.0,0,98.45,7,0.2029
0.0,21.0,147.0,0.0,0,62.41,7,0.1837
0.0,22.0,172.0,5.0,0,102.16,8,0.2164
0.03,20.0,144.0,0.0,0,61.72,12,0.2028
0.0,19.0,120.0,4.0,0,106.18,7,0.1775
0.0,19.0,148.0,1.0,0,64.69,9,0.2016
0.0,15.0,165.0,8.0,0,82.12,7,0.183
0.0,14.0,174.0,5.0,0,75.4,5,0.203
0.0,14.0,141.0,5.0,0,96.48,7,0.1828
0.0,16.0,135.0,7.0,0,107.83,8,0.2005
0.0,15.0,169.0,13.0,0,61.99,8,0.215
0.0,14.0,127.0,7.0,0,61.52,11,0.1989
0.0,13.0,152.0,10.0,0,69.68,7,0.1922
0.0,13.0,140.0,9.0,0,86.27,8,0.2041
0.0,16.0,118.0,5.0,0,71.56,6,0.2139
0.0,14.0,136.0,14.0,0,65.24,5,0.1779
0.0,14.0,131.0,6.0,0,85.49,9,0.2052
0.0,15.0,156.0,14.0,0,92.23,7,0.2264
0.0,17.0,171.0,11.0,0,101.53,7,0.2115
0.0,17.0,132.0,12.0,0,105.72,7,0.2012
0.0,18.0,163.0,6.0,0,79.18,6,0.2128
0.0,18.0,119.0,6.0,0,64.77,9,0.209
0.0,18.0,147.0,0.0,0,102.78,7,0.2151
0.0,17.0,120.0,4.0,0,100.76,9,0.1595
0.0,17.5,170.0,11.0,0,67.69,6,0.1689
0.0,15.0,160.0,0.0,0,65.37,8,0.2201
0.0,14.0,154.0,4.0,0,108.23,4,0.1699
0.0,14.7,164.0,8.0,0,94.19,9,0.208
0.0,15.0,154.0,4.0,0,88.75,7,0.193
0.0,16.0,172.0,5.0,0,109.91,10,0.1801
0.0,19.0,157.0,0.0,0,102.84,6,0.207
0.0,19.0,170.0,11.0,0,86.58,6,0.204
0.0,19.0,146.0,13.0,0,62.27,6,0.2422
0.0,16.0,123.0,0.0,0,102.31,8,0.1875
0.0,15.0,147.0,0.0,0,76.83,7,0.2288
0.0,10.0,123.0,0.0,0,108.25,10,0.207
0.0,12.0,150.0,7.0,0,81.64,10,0.1868
0.0,10.0,144.0,4.0,0,100.72,7,0.216
0.0,13.0,152.0,10.0,0,89.71,9,0.2113
0.0,13.0,117.0,1.0,0,93.96,6,0.2007
0.0,14.0,127.0,7.0,0,70.99,9,0.2053
0.0,12.0,144.0,4.0,0,98.03,7,0.1881
0.0,14.0,171.0,11.0,0,61.38,9,0.1835
0.0,9.0,138.0,9.0,0,94.33,7,0.2152
0.0,12.0,141.0,5.0,0,85.02,8,0.1955
0.0,12.0,157.0,0.0,0,73.12,6,0.1984
0.0,12.0,151.0,10.0,0,97.29,6,0.2056
0.0,12.0,133.0,7.0,0,69.14,6,0.2053
0.0,12.0,140.0,9.0,0,69.97,8,0.1714
0.0,13.0,129.0,8.0,0,72.17,6,0.2257
0.0,14.0,172.0,5.0,0,79.86,8,0.2024
0.0,14.0,124.0,13.0,0,83.76,7,0.1959
0.0,15.0,138.0,9.0,0,82.88,7,0.2086
0.0,16.0,117.0,1.0,0,102.14,5,0.2047
0.0,17.0,129.0,8.0,0,105.91,6,0.2153
0.0,19.0,161.0,14.0,0,89.85,8,0.2108
0.0,17.0,128.0,10.0,0,107.87,7,0.2144
0.0,19.0,121.0,4.0,0,84.56,12,0.227
0.0,19.0,144.0,4.0,0,61.8,9,0.2177
0.0,17.0,117.0,1.0,0,99.8,5,0.1968
0.0,17.0,121.0,4.0,0,62.14,7,0.1775
0.0,16.0,163.0,6.0,0,76.71,9,0.2334
0.0,14.0,161.0,14.0,0,68.68,12,0.1952
0.0,15.0,169.0,13.0,0,109.7,7,0.1905
0.0,16.0,166.0,13.0,0,101.41,11,0.1653
0.0,18.0,156.0,14.0,0,108.18,7,0.2068
0.0,19.5,119.0,6.0,0,90.75,5,0.203
0.0,20.0,161.0,14.0,0,80.13,9,0.1697
0.0,19.0,165.0,8.0,0,72.09,10,0.2091
0.0,20.0,162.0,7.0,0,101.09,10,0.19
0.0,18.0,145.0,7.0,0,91.73,8,0.2538
0.0,17.0,130.0,10.0,0,84.74,10,0.1886
0.0,21.0,165.0,8.0,0,62.6,9,0.1913
0.0,25.0,158.0,6.0,0,109.55,5,0.1825
0.0,24.0,173.0,12.0,0,78.01,8,0.2256
0.01,23.0,125.0,4.0,0,83.65,9,0.1925
0.0,20.0,129.0,8.0,0,67.87,10,0.1855
0.0,17.0,128.0,10.0,0,68.85,8,0.2141
0.0,17.0,162.0,7.0,0,93.92,5,0.1724
0.0,19.0,127.0,7.0,0,80.77,8,0.2125
0.0,21.0,120.0,4.0,0,76.17,9,0.2356
0.0,22.0,174.0,5.0,0,84.36,9,0.2113
0.0,22.0,117.0,1.0,0,88.22,6,0.2128
0.0,21.0,164.0,8.0,0,86.04,8,0.2174
0.0,25.0,137.0,7.0,0,86.0,8,0.2342
0.0,21.0,165.0,8.0,0,90.78,4,0.2242
0.0,24.0,148.0,1.0,0,61.34,8,0.2088
0.0,21.0,168.0,5.0,0,72.7,8,0.2181
0.0,20.0,170.0,11.0,0,76.19,10,0.1823
0.0,23.0,117.0,1.0,0,99.67,8,0.2155
0.0,23.0,120.0,4.0,0,68.81,8,0.1799
0.0,21.0,131.0,6.0,0,99.71,4,0.1927
0.0,21.0,155.0,1.0,0,71.27,5,0.1383
0.0,24.0,168.0,5.0,0,106.84,5,0.208
0.0,26.0,143.0,13.0,0,91.66,8,0.1871
0.0,26.0,151.0,10.0,0,75.67,6,0.2222
0.0,27.0,127.0,7.0,0,94.07,4,0.2078
0.0,24.0,163.0,6.0,0,85.73,9,0.2225
0.0,26.0,172.0,5.0,0,74.66,5,0.1783
0.0,25.0,132.0,12.0,0,100.17,7,0.2208
0.0,27.0,145.0,7.0,0,88.31,6,0.2421
0.0,25.0,121.0,4.0,0,68.5,6,0.2153
0.04,20.0,148.0,10.0,0,68.99,7,0.2158
0.0,23.0,145.0,7.0,0,79.74,7,0.2034
0.0,24.0,124.0,13.0,0,91.61,7,0.1895
0.0,27.0,142.0,0.0,0,104.88,9,0.2152
0.0,27.0,135.0,7.0,0,68.28,9,0.1699
0.0,27.0,146.0,13.0,0,61.42,6,0.1916
0.0,29.0,150.0,7.0,0,74.66,6,0.1646
0.0,28.0,116.0,3.0,0,78.53,6,0.1859
0.0,28.0,160.0,0.0,0,99.43,7,0.2128
0.0,30.0,157.0,0.0,0,77.35,4,0.2101
0.0,32.0,137.0,7.0,0,80.09,8,0.201
0.0,32.0,119.0,6.0,0,77.33,7,0.2034
0.0,31.0,160.0,0.0,0,86.72,9,0.1623
0.0,31.0,171.0,11.0,0,108.49,5,0.1925
0.0,32.0,130.0,10.0,0,79.24,7,0.1864
0.0,35.0,135.0,7.0,0,60.15,7,0.1868
0.0,35.0,127.0,7.0,0,97.5,6,0.212
0.0,33.8,149.0,4.0,0,96.31,5,0.1828
0.0,26.4,82.0,10.0,0,97.27,6,0.0879
0.0,25.3,90.0,9.0,0,67.45,8,0.0583
0.0,21.1,102.0,6.0,0,80.58,9,0.1941
0.0,23.4,97.0,2.0,0,73.54,9,0.0782
0.0,24.8,91.0,11.0,0,92.05,8,0.1016
0.0,22.5,92.0,6.0,0,71.33,8,0.081
0.0,21.2,97.0,2.0,0,89.13,7,0.1021
0.0,20.9,76.0,8.0,0,69.41,7,0.0971
0.0,21.4,79.0,1.0,0,76.25,11,0.1334
0.0,21.5,109.0,8.0,0,90.41,11,0.2099
0.2,21.3,79.0,14.0,0,78.93,8,0.0632
0.2,21.4,103.0,0.0,0,81.44,4,0.1747
0.0,21.7,111.0,7.0,0,68.69,9,0.2011
0.0,21.6,86.0,14.0,0,93.87,7,0.0814
0.0,20.8,90.0,9.0,0,60.85,12,0.0406
0.0,20.1,98.0,5.0,0,101.49,8,0.127
0.0,22.3,110.0,8.0,0,71.82,4,0.2144
0.0,20.4,112.0,2.0,0,105.81,9,0.2104
0.0,21.7,104.0,10.0,0,88.16,6,0.1879
0.0,22.0,79.0,1.0,0,64.84,11,0.1086
0.01,21.8,101.0,6.0,0,78.47,6,0.1859
0.0,21.6,92.0,6.0,0,76.85,6,0.1041
0.01,21.6,94.0,6.0,0,82.79,7,0.0816
0.0,22.3,78.0,10.0,0,98.25,7,0.1303
0.02,22.4,83.0,10.0,0,79.48,7,0.0686
0.08,22.1,106.0,2.0,0,79.8,4,0.2246
0.0,21.2,93.0,14.0,0,108.05,5,0.1008
0.0,21.0,87.0,9.0,0,90.1,8,0.0902
0.0,20.9,91.0,11.0,0,103.25,8,0.1033
0.0,21.5,108.0,0.0,0,68.93,9,0.2147
0.39,22.6,104.0,13.0,0,77.73,6,0.2273
0.0,23.1,86.0,14.0,0,80.79,9,0.1063
0.11,22.6,80.0,11.0,0,100.15,10,0.0822
0.74,23.2,86.0,0.0,0,63.92,5,0.1011
0.27,21.2,111.0,9.0,0,109.51,11,0.2363
0.0,20.7,98.0,5.0,0,66.41,7,0.127
0.0,21.4,96.0,12.0,0,100.11,4,0.1182
0.0,21.8,99.0,14.0,0,87.89,7,0.1159
0.0,20.3,90.0,9.0,0,68.65,4,0.114
0.01,21.4,107.0,0.0,0,61.99,5,0.2232
0.01,22.6,96.0,2.0,0,104.45,6,0.0909
0.0,22.4,80.0,13.0,0,81.7,9,0.0729
0.0,22.3,81.0,0.0,0,75.37,7,0.1014
0.0,22.9,96.0,12.0,0,89.27,5,0.0836
0.0,24.5,112.0,2.0,0,97.74,7,0.1789
0.0,25.4,88.0,7.0,0,60.89,4,0.0856
0.0,23.0,109.0,8.0,0,64.99,10,0.2497
0.0,22.8,105.0,4.0,0,91.67,6,0.2027
0.0,23.4,85.0,10.0,0,100.7,7,0.1072
0.0,23.4,77.0,0.0,0,88.34,10,0.0756
0.0,23.4,80.0,13.0,0,74.64,11,0.0631
0.0,23.9,104.0,10.0,0,109.69,8,0.1836
0.0,24.6,84.0,9.0,0,108.93,7,0.1288
0.0,23.3,90.0,9.0,0,108.51,6,0.1067
0.0,24.0,95.0,6.0,0,102.11,10,0.112
0.0,22.4,104.0,10.0,0,60.69,7,0.2148
0.0,22.7,80.0,13.0,0,81.07,9,0.0882
0.0,22.3,91.0,11.0,0,66.13,8,0.1278
0.0,21.8,94.0,0.0,0,69.06,7,0.0873
0.0,20.2,97.0,2.0,0,89.95,8,0.1281
0.0,20.1,107.0,1.0,0,90.59,8,0.2088
0.0,20.5,83.0,11.0,0,71.43,4,0.0642
0.0,20.8,107.0,1.0,0,65.35,8,0.185
0.0,21.0,102.0,6.0,0,93.94,7,0.1643
0.0,20.3,97.0,2.0,0,96.4,6,0.1233
0.0,20.3,103.0,8.0,0,98.44,7,0.1995
0.0,21.3,92.0,6.0,0,98.34,8,0.0554
0.0,24.2,81.0,0.0,0,74.36,7,0.1075
0.0,21.1,101.0,4.0,0,83.31,5,0.1893
0.0,20.8,96.0,12.0,0,99.37,7,0.0703
0.0,21.9,100.0,11.0,0,106.04,8,0.1336
0.0,22.2,89.0,12.0,0,97.21,9,0.1021
1.51,22.3,110.0,7.0,0,73.81,6,0.1941
0.0,22.4,98.0,5.0,0,74.76,4,0.092
0.0,19.4,79.0,1.0,0,77.95,6,0.0697
0.0,19.6,93.0,14.0,0,75.03,5,0.0739
0.0,20.0,105.0,4.0,0,85.93,5,0.2257
0.0,20.1,106.0,8.0,0,61.62,11,0.1905
0.0,22.0,95.0,6.0,0,72.15,5,0.1004
0.0,23.4,110.0,8.0,0,91.55,7,0.1591
0.0,23.0,86.0,14.0,0,80.22,10,0.0736
0.0,19.8,92.0,6.0,0,97.11,8,0.1122
0.0,20.0,110.0,8.0,0,82.09,7,0.2076
0.0,22.7,110.0,8.0,0,66.78,4,0.2351
0.04,23.3,102.0,8.0,0,100.23,9,0.2269
0.01,23.9,109.0,8.0,0,60.34,12,0.1954
1.09,19.9,79.0,6.0,0,86.14,7,0.1095
0.0,20.3,109.0,8.0,0,72.83,9,0.1937
0.0,20.4,88.0,7.0,0,74.44,8,0.1411
0.0,20.1,83.0,11.0,0,95.52,5,0.123
0.0,22.0,85.0,10.0,0,85.75,5,0.1034
0.0,22.6,92.0,6.0,0,109.58,7,0.104
0.0,20.8,86.0,14.0,0,103.29,7,0.1289
0.0,20.3,88.0,7.0,0,60.93,9,0.1116
0.0,19.8,81.0,0.0,0,105.51,9,0.1312
0.06,20.9,87.0,14.0,0,65.85,6,0.0561
0.0,20.2,98.0,5.0,0,83.35,6,0.1092
0.0,19.9,93.0,14.0,0,86.05,6,0.0897
0.0,21.1,89.0,12.0,0,108.99,8,0.1351
0.0,20.2,104.0,10.0,0,101.93,7,0.2309
0.0,20.2,110.0,8.0,0,60.06,9,0.2007
0.0,19.4,105.0,4.0,0,81.81,9,0.2307
0.0,19.6,89.0,12.0,0,105.68,6,0.1357
0.0,19.1,104.0,10.0,0,88.85,9,0.2015
0.0,18.5,82.0,10.0,0,71.38,7,0.1494
0.0,19.0,81.0,0.0,0,108.76,6,0.0994
0.0,20.6,89.0,12.0,0,85.79,7,0.0957
0.0,19.5,107.0,1.0,0,70.13,7,0.2173
0.0,18.8,85.0,10.0,0,108.11,7,0.0929
0.0,18.8,78.0,10.0,0,106.24,7,0.1017
0.0,20.9,81.0,0.0,0,82.29,8,0.1282
0.0,19.5,109.0,8.0,0,85.43,7,0.2004
0.0,19.7,100.0,11.0,0,106.07,9,0.0661
0.0,19.5,86.0,14.0,0,64.53,6,0.1073
0.0,20.4,97.0,2.0,0,106.3,8,0.0861
0.0,19.7,96.0,12.0,0,92.19,4,0.1173
0.0,19.7,101.0,4.0,0,65.24,8,0.2139
0.0,20.2,85.0,10.0,0,76.81,8,0.1294
0.0,19.3,109.0,8.0,0,71.46,8,0.2182
0.0,19.3,88.0,7.0,0,91.98,9,0.1218
0.0,19.7,102.0,6.0,0,88.72,6,0.1866
0.0,20.7,77.0,0.0,0,64.31,8,0.1161
0.0,19.9,90.0,9.0,0,84.97,7,0.1394
0.0,21.700000000000003,89.0,12.0,0,102.06,9,0.0862
0.0,21.6,97.0,2.0,0,101.05,8,0.136
0.01,23.2,79.0,13.0,0,103.71,4,0.089
0.0,23.0,106.0,8.0,0,82.5,11,0.183
0.0,22.85,84.0,9.0,0,104.43,8,0.1059
0.0,22.7,102.0,6.0,0,81.77,5,0.2143
0.0,21.5,107.0,1.0,0,91.02,6,0.2182
0.0,19.7,97.0,2.0,0,98.42,9,0.0808
0.0,17.0,104.0,10.0,0,69.35,7,0.2087
0.0,17.05,101.0,4.0,0,70.33,7,0.1863
0.0,17.4,90.0,9.0,0,97.77,7,0.0702
0.0,18.9,107.0,1.0,0,103.43,7,0.1814
0.0,18.4,87.0,9.0,0,75.43,9,0.085
0.0,19.8,98.0,5.0,0,65.66,6,0.1104
0.0,17.35,104.0,10.0,0,79.84,10,0.223
0.0,18.1,90.0,9.0,0,71.62,10,0.0705
0.0,19.6,88.0,7.0,0,92.2,12,0.107
0.0,21.0,93.0,98.0,1,93.69,8,0.4765
0.0,21.6,107.0,1.0,0,94.97,7,0.2126
0.0,20.8,111.0,7.0,0,66.47,7,0.1875
0.0,21.4,97.0,2.0,0,92.99,7,0.079
0.0,21.0,101.0,4.0,0,73.08,10,0.216
0.0,18.4,110.0,8.0,0,96.96,7,0.1883
0.0,18.5,80.0,13.0,0,83.54,8,0.0937
0.0,21.1,85.0,10.0,0,67.34,9,0.0556
0.0,22.6,103.0,8.0,0,94.9,6,0.2189
0.0,22.7,107.0,1.0,0,68.46,5,0.2164
0.0,23.2,109.0,8.0,0,72.3,7,0.2001
0.0,23.5,92.0,6.0,0,92.55,8,0.0694
0.0,22.4,79.0,1.0,0,109.02,4,0.1242
0.0,22.2,93.0,14.0,0,99.39,7,0.0867
0.0,22.0,85.0,10.0,0,65.08,8,0.0909
0.0,21.5,87.0,9.0,0,79.19,6,0.1462
0.0,21.6,105.0,4.0,0,100.8,6,0.1859
0.0,22.0,79.0,1.0,0,71.93,7,0.1148
0.0,22.2,107.0,1.0,0,84.83,9,0.2112
0.0,23.0,92.0,6.0,0,78.34,9,0.1078
0.0,23.7,99.0,14.0,0,106.97,8,0.1056
0.0,24.1,79.0,1.0,0,99.09,8,0.1075
0.0,23.1,89.0,12.0,0,70.75,6,0.1054
0.0,23.3,79.0,1.0,0,94.06,9,0.099
0.0,22.5,113.0,4.0,0,63.11,6,0.2302
0.0,20.5,107.0,1.0,0,109.54,10,0.1737
0.0,19.8,93.0,14.0,0,68.56,7,0.1204
0.0,20.0,84.0,9.0,0,83.79,8,0.1164
0.0,21.1,111.0,7.0,0,67.83,7,0.214
0.0,21.2,89.0,12.0,0,101.09,9,0.1223
0.0,24.1,82.0,10.0,0,71.13,7,0.0981
0.0,25.7,97.0,2.0,0,97.56,9,0.0626
0.0,25.9,112.0,2.0,0,96.29,6,0.1986
0.0,26.6,76.0,8.0,0,72.52,6,0.0802
0.0,28.3,85.0,10.0,0,60.37,8,0.0854
0.0,25.7,112.0,2.0,0,93.63,7,0.1752
0.0,21.8,83.0,11.0,0,74.62,10,0.0905
0.0,20.8,80.0,13.0,0,97.57,8,0.0881
0.0,22.0,98.0,5.0,0,105.23,6,0.0524
0.0,23.1,109.0,8.0,0,82.55,5,0.214
0.0,22.7,94.0,0.0,0,98.01,10,0.1444
0.0,24.0,114.0,2.0,0,99.8,11,0.2121
0.0,24.9,102.0,6.0,0,76.1,7,0.1959
0.0,25.5,79.0,1.0,0,105.75,8,0.0989
0.0,25.1,114.0,2.0,0,72.66,9,0.1916
